"Date","Price","Open","High","Low","Vol.","Change %"
"05/27/2019","11,924.75","11,855.50","11,957.15","11,812.40","348.36M","0.68%"
"05/24/2019","11,844.10","11,748.00","11,859.00","11,658.10","374.64M","1.60%"
"05/23/2019","11,657.05","11,901.30","12,041.15","11,614.50","569.03M","-0.69%"
"05/22/2019","11,737.90","11,727.95","11,784.80","11,682.40","355.87M","0.25%"
"05/21/2019","11,709.10","11,863.65","11,883.55","11,682.80","381.04M","-1.01%"
"05/20/2019","11,828.25","11,651.90","11,845.20","11,591.70","452.10M","3.69%"
"05/17/2019","11,407.15","11,261.90","11,426.15","11,259.85","412.11M","1.33%"
"05/16/2019","11,257.10","11,180.35","11,281.55","11,143.35","350.74M","0.90%"
"05/15/2019","11,157.00","11,271.70","11,286.80","11,136.95","414.17M","-0.58%"
"05/14/2019","11,222.05","11,151.65","11,294.75","11,108.30","398.12M","0.66%"
"05/13/2019","11,148.20","11,258.70","11,300.20","11,125.60","357.59M","-1.16%"
"05/10/2019","11,278.90","11,314.15","11,345.80","11,251.05","387.32M","-0.20%"
"05/09/2019","11,301.80","11,322.40","11,357.60","11,255.05","373.03M","-0.51%"
"05/08/2019","11,359.45","11,478.70","11,479.10","11,346.95","372.83M","-1.20%"
"05/07/2019","11,497.90","11,651.50","11,657.05","11,484.45","337.50M","-0.87%"
"05/06/2019","11,598.25","11,605.80","11,632.55","11,571.35","299.05M","-0.97%"
"05/03/2019","11,712.25","11,722.60","11,770.90","11,699.35","305.52M","-0.11%"
"05/02/2019","11,724.75","11,725.55","11,789.30","11,699.55","380.28M","-0.20%"
"04/30/2019","11,748.15","11,748.75","11,756.25","11,655.90","532.63M","-0.06%"
"04/26/2019","11,754.65","11,683.75","11,762.90","11,661.75","333.48M","0.97%"
"04/25/2019","11,641.80","11,735.70","11,796.75","11,624.30","604.36M","-0.72%"
"04/24/2019","11,726.15","11,601.50","11,740.85","11,578.85","335.20M","1.30%"
"04/23/2019","11,575.95","11,612.95","11,645.95","11,564.80","272.54M","-0.16%"
"04/22/2019","11,594.45","11,727.05","11,727.05","11,583.95","260.36M","-1.35%"
"04/18/2019","11,752.80","11,856.15","11,856.15","11,738.50","339.65M","-0.29%"
"04/16/2019","11,787.15","11,736.20","11,810.95","11,731.55","354.32M","0.83%"
"04/15/2019","11,690.35","11,667.00","11,704.60","11,648.25","290.00M","0.40%"
"04/12/2019","11,643.45","11,612.85","11,657.35","11,578.80","246.01M","0.40%"
"04/11/2019","11,596.70","11,592.55","11,606.70","11,550.55","279.78M","0.11%"
"04/10/2019","11,584.30","11,646.85","11,680.05","11,571.75","359.94M","-0.75%"
"04/09/2019","11,671.95","11,612.05","11,683.90","11,569.70","300.47M","0.58%"
"04/08/2019","11,604.50","11,704.35","11,710.30","11,549.10","260.93M","-0.53%"
"04/05/2019","11,665.95","11,638.40","11,689.65","11,609.50","266.67M","0.59%"
"04/04/2019","11,598.00","11,660.20","11,662.55","11,559.20","349.03M","-0.39%"
"04/03/2019","11,643.95","11,735.30","11,761.00","11,629.15","365.76M","-0.59%"
"04/02/2019","11,713.20","11,711.55","11,729.35","11,655.85","386.13M","0.38%"
"04/01/2019","11,669.15","11,665.20","11,738.10","11,644.75","379.57M","0.39%"
"03/29/2019","11,623.90","11,625.45","11,630.35","11,570.15","416.28M","0.47%"
"03/28/2019","11,570.00","11,463.65","11,588.50","11,452.45","527.68M","1.09%"
"03/27/2019","11,445.05","11,531.45","11,546.20","11,413.00","350.45M","-0.33%"
"03/26/2019","11,483.25","11,375.20","11,496.75","11,352.45","282.58M","1.14%"
"03/25/2019","11,354.25","11,395.65","11,395.65","11,311.60","294.46M","-0.90%"
"03/22/2019","11,456.90","11,549.20","11,572.80","11,434.55","386.19M","-0.56%"
"03/20/2019","11,521.05","11,553.35","11,556.10","11,503.10","366.30M","-0.10%"
"03/19/2019","11,532.40","11,500.30","11,543.85","11,451.25","326.10M","0.61%"
"03/18/2019","11,462.20","11,473.85","11,530.15","11,412.50","320.25M","0.31%"
"03/15/2019","11,426.85","11,376.85","11,487.00","11,370.80","463.70M","0.74%"
"03/14/2019","11,343.25","11,382.50","11,383.45","11,313.75","294.48M","0.01%"
"03/13/2019","11,341.70","11,326.20","11,352.30","11,276.60","383.00M","0.36%"
"03/12/2019","11,301.20","11,231.35","11,320.40","11,227.00","391.31M","1.19%"
"03/11/2019","11,168.05","11,068.75","11,180.90","11,059.85","352.24M","1.20%"
"03/08/2019","11,035.40","11,038.85","11,049.00","11,008.95","326.57M","-0.21%"
"03/07/2019","11,058.20","11,077.95","11,089.05","11,027.10","321.21M","0.05%"
"03/06/2019","11,053.00","11,024.85","11,062.30","10,998.85","372.55M","0.60%"
"03/05/2019","10,987.45","10,864.85","10,994.90","10,817.00","373.22M","1.14%"
"03/01/2019","10,863.50","10,842.65","10,877.90","10,823.10","308.53M","0.66%"
"02/28/2019","10,792.50","10,865.70","10,865.70","10,784.85","644.16M","-0.13%"
"02/27/2019","10,806.65","10,881.20","10,939.70","10,751.20","381.08M","-0.26%"
"02/26/2019","10,835.30","10,775.30","10,888.75","10,729.30","414.95M","-0.41%"
"02/25/2019","10,880.10","10,813.25","10,887.10","10,788.05","385.90M","0.82%"
"02/22/2019","10,791.65","10,782.70","10,801.55","10,758.40","396.85M","0.02%"
"02/21/2019","10,789.85","10,744.10","10,808.85","10,721.50","279.58M","0.51%"
"02/20/2019","10,735.45","10,655.45","10,752.70","10,646.40","289.20M","1.24%"
"02/19/2019","10,604.35","10,636.70","10,722.85","10,585.65","291.51M","-0.34%"
"02/18/2019","10,640.95","10,738.65","10,759.90","10,628.40","345.44M","-0.78%"
"02/15/2019","10,724.40","10,780.25","10,785.75","10,620.40","521.88M","-0.20%"
"02/14/2019","10,746.05","10,786.10","10,792.70","10,718.75","627.04M","-0.44%"
"02/13/2019","10,793.65","10,870.55","10,891.65","10,772.10","321.96M","-0.35%"
"02/12/2019","10,831.40","10,879.70","10,910.90","10,823.80","292.32M","-0.53%"
"02/11/2019","10,888.80","10,930.90","10,930.90","10,857.10","285.98M","-0.50%"
"02/08/2019","10,943.60","11,023.50","11,041.20","10,925.45","352.79M","-1.14%"
"02/07/2019","11,069.40","11,070.45","11,118.10","11,043.60","263.54M","0.06%"
"02/06/2019","11,062.45","10,965.10","11,072.60","10,962.70","298.51M","1.17%"
"02/05/2019","10,934.35","10,908.65","10,956.70","10,886.70","268.10M","0.20%"
"02/04/2019","10,912.25","10,876.75","10,927.90","10,814.15","318.30M","0.17%"
"02/01/2019","10,893.65","10,851.35","10,983.45","10,813.45","482.27M","0.58%"
"01/31/2019","10,830.95","10,690.55","10,838.05","10,678.55","604.82M","1.68%"
"01/30/2019","10,651.80","10,702.25","10,710.20","10,612.85","410.11M","0.00%"
"01/29/2019","10,652.20","10,653.70","10,690.35","10,583.65","356.91M","-0.09%"
"01/28/2019","10,661.55","10,792.45","10,804.45","10,630.95","419.68M","-1.10%"
"01/25/2019","10,780.55","10,859.75","10,931.70","10,756.45","463.44M","-0.64%"
"01/24/2019","10,849.80","10,844.05","10,866.60","10,798.65","361.08M","0.17%"
"01/23/2019","10,831.50","10,931.05","10,944.80","10,811.95","298.88M","-0.84%"
"01/22/2019","10,922.75","10,949.80","10,949.80","10,864.15","300.77M","-0.36%"
"01/21/2019","10,961.85","10,919.35","10,987.45","10,885.75","288.83M","0.50%"
"01/18/2019","10,906.95","10,914.85","10,928.20","10,852.20","323.81M","0.02%"
"01/17/2019","10,905.20","10,920.85","10,930.65","10,844.65","271.68M","0.14%"
"01/16/2019","10,890.30","10,899.65","10,928.15","10,876.90","276.54M","0.03%"
"01/15/2019","10,886.80","10,777.55","10,896.95","10,777.55","310.74M","1.39%"
"01/14/2019","10,737.60","10,807.00","10,808.00","10,692.35","298.77M","-0.53%"
"01/11/2019","10,794.95","10,834.75","10,850.15","10,739.40","260.79M","-0.25%"
"01/10/2019","10,821.60","10,859.35","10,859.35","10,801.80","254.36M","-0.31%"
"01/09/2019","10,855.15","10,862.40","10,870.40","10,749.40","333.01M","0.49%"
"01/08/2019","10,802.15","10,786.25","10,818.45","10,733.25","277.70M","0.28%"
"01/07/2019","10,771.80","10,804.85","10,835.95","10,750.15","269.37M","0.41%"
"01/04/2019","10,727.35","10,699.70","10,741.05","10,628.65","296.60M","0.52%"
"01/03/2019","10,672.25","10,796.80","10,814.05","10,661.25","286.24M","-1.11%"
"01/02/2019","10,792.50","10,868.85","10,895.35","10,735.05","309.67M","-1.08%"
"01/01/2019","10,910.10","10,881.70","10,923.60","10,807.10","159.40M","0.44%"
"12/31/2018","10,862.55","10,913.20","10,923.55","10,853.20","186.50M","0.02%"
"12/28/2018","10,859.90","10,820.95","10,893.60","10,817.15","253.09M","0.74%"
"12/27/2018","10,779.80","10,817.90","10,834.20","10,764.45","470.16M","0.47%"
"12/26/2018","10,729.85","10,635.45","10,747.50","10,534.55","271.94M","0.62%"
"12/24/2018","10,663.50","10,780.90","10,782.30","10,649.25","230.29M","-0.84%"
"12/21/2018","10,754.00","10,944.25","10,963.65","10,738.65","389.24M","-1.81%"
"12/20/2018","10,951.70","10,885.20","10,962.55","10,880.05","328.80M","-0.14%"
"12/19/2018","10,967.30","10,930.55","10,985.15","10,928.00","321.80M","0.54%"
"12/18/2018","10,908.70","10,850.90","10,915.40","10,819.10","294.94M","0.19%"
"12/17/2018","10,888.35","10,853.20","10,900.35","10,844.85","306.15M","0.77%"
"12/14/2018","10,805.45","10,784.50","10,815.75","10,752.10","350.58M","0.13%"
"12/13/2018","10,791.55","10,810.75","10,838.60","10,749.50","387.81M","0.50%"
"12/12/2018","10,737.60","10,591.00","10,752.20","10,560.80","371.70M","1.79%"
"12/11/2018","10,549.15","10,350.05","10,567.15","10,333.85","438.70M","0.58%"
"12/10/2018","10,488.45","10,508.70","10,558.85","10,474.95","393.10M","-1.92%"
"12/07/2018","10,693.70","10,644.80","10,704.55","10,599.35","335.85M","0.87%"
"12/06/2018","10,601.15","10,718.15","10,722.65","10,588.25","328.28M","-1.69%"
"12/05/2018","10,782.90","10,820.45","10,821.05","10,747.95","322.02M","-0.80%"
"12/04/2018","10,869.50","10,877.10","10,890.95","10,833.35","332.14M","-0.13%"
"12/03/2018","10,883.75","10,930.70","10,941.20","10,845.35","422.36M","0.06%"
"11/30/2018","10,876.75","10,892.10","10,922.45","10,835.10","467.86M","0.17%"
"11/29/2018","10,858.70","10,808.70","10,883.05","10,782.35","712.65M","1.21%"
"11/28/2018","10,728.85","10,708.75","10,757.80","10,699.85","437.63M","0.40%"
"11/27/2018","10,685.60","10,621.45","10,695.15","10,596.35","382.83M","0.54%"
"11/26/2018","10,628.60","10,568.30","10,637.80","10,489.75","332.86M","0.97%"
"11/22/2018","10,526.75","10,612.65","10,646.25","10,512.00","246.93M","-0.69%"
"11/21/2018","10,600.05","10,670.95","10,671.30","10,562.35","310.19M","-0.53%"
"11/20/2018","10,656.20","10,740.10","10,740.85","10,640.85","304.32M","-1.00%"
"11/19/2018","10,763.40","10,731.25","10,774.70","10,688.80","280.52M","0.76%"
"11/16/2018","10,682.20","10,644.00","10,695.15","10,631.15","353.38M","0.62%"
"11/15/2018","10,616.70","10,580.60","10,646.50","10,557.50","306.01M","0.38%"
"11/14/2018","10,576.30","10,634.90","10,651.60","10,532.70","396.37M","-0.06%"
"11/13/2018","10,582.50","10,451.90","10,596.25","10,440.55","262.54M","0.96%"
"11/12/2018","10,482.20","10,607.80","10,645.50","10,464.05","267.71M","-0.97%"
"11/09/2018","10,585.20","10,614.70","10,619.55","10,544.85","305.82M","-0.13%"
"11/07/2018","10,598.85","10,614.45","10,616.45","10,591.80","2.83M","0.65%"
"11/06/2018","10,530.00","10,552.00","10,600.25","10,491.45","309.88M","0.06%"
"11/05/2018","10,524.00","10,558.75","10,558.80","10,477.00","311.18M","-0.27%"
"11/02/2018","10,553.00","10,462.30","10,606.95","10,457.70","434.18M","1.66%"
"11/01/2018","10,380.45","10,441.70","10,441.90","10,341.90","359.34M","-0.06%"
"10/31/2018","10,386.60","10,209.55","10,396.00","10,105.10","386.62M","1.85%"
"10/30/2018","10,198.40","10,239.40","10,285.10","10,175.35","298.75M","-0.51%"
"10/29/2018","10,250.85","10,078.10","10,275.30","10,020.35","375.75M","2.20%"
"10/26/2018","10,030.00","10,122.35","10,128.85","10,004.55","375.56M","-0.94%"
"10/25/2018","10,124.90","10,135.05","10,166.60","10,079.30","522.42M","-0.98%"
"10/24/2018","10,224.75","10,278.15","10,290.65","10,126.70","362.27M","0.77%"
"10/23/2018","10,146.80","10,152.60","10,222.10","10,102.35","312.04M","-0.96%"
"10/22/2018","10,245.25","10,405.85","10,408.55","10,224.00","306.47M","-0.57%"
"10/19/2018","10,303.55","10,339.70","10,380.10","10,249.60","368.55M","-1.43%"
"10/17/2018","10,453.05","10,688.70","10,710.15","10,436.45","293.59M","-1.24%"
"10/16/2018","10,584.75","10,550.15","10,604.90","10,525.30","273.44M","0.69%"
"10/15/2018","10,512.50","10,524.20","10,526.30","10,410.15","267.52M","0.38%"
"10/12/2018","10,472.50","10,331.55","10,492.45","10,322.15","354.06M","2.32%"
"10/11/2018","10,234.65","10,169.80","10,335.95","10,138.60","498.51M","-2.16%"
"10/10/2018","10,460.10","10,331.85","10,482.35","10,318.25","373.84M","1.54%"
"10/09/2018","10,301.05","10,390.30","10,397.60","10,279.35","443.80M","-0.45%"
"10/08/2018","10,348.05","10,310.15","10,398.35","10,198.40","470.28M","0.31%"
"10/05/2018","10,316.45","10,514.10","10,540.65","10,261.90","625.15M","-2.67%"
"10/04/2018","10,599.25","10,754.70","10,754.70","10,547.25","438.20M","-2.39%"
"10/03/2018","10,858.25","10,982.70","10,989.05","10,843.75","398.76M","-1.36%"
"10/01/2018","11,008.30","10,930.90","11,035.65","10,821.55","398.99M","0.71%"
"09/28/2018","10,930.45","11,008.10","11,034.10","10,850.30","492.89M","-0.43%"
"09/27/2018","10,977.55","11,079.80","11,089.45","10,953.35","418.21M","-0.69%"
"09/26/2018","11,053.80","11,145.55","11,145.55","10,993.05","351.04M","-0.12%"
"09/25/2018","11,067.45","10,969.95","11,080.60","10,882.85","417.55M","0.91%"
"09/24/2018","10,967.40","11,164.40","11,170.15","10,943.60","398.82M","-1.58%"
"09/21/2018","11,143.10","11,271.30","11,346.80","10,866.45","741.15M","-0.81%"
"09/19/2018","11,234.35","11,326.65","11,332.05","11,210.90","258.42M","-0.39%"
"09/18/2018","11,278.90","11,381.55","11,411.45","11,268.95","248.30M","-0.87%"
"09/17/2018","11,377.75","11,464.95","11,464.95","11,366.90","207.62M","-1.19%"
"09/14/2018","11,515.20","11,443.50","11,523.25","11,430.55","285.22M","1.28%"
"09/12/2018","11,369.90","11,340.10","11,380.75","11,250.20","276.51M","0.73%"
"09/11/2018","11,287.50","11,476.85","11,479.40","11,274.00","318.09M","-1.32%"
"09/10/2018","11,438.10","11,570.25","11,573.00","11,427.30","295.60M","-1.30%"
"09/07/2018","11,589.10","11,558.25","11,603.00","11,484.40","305.03M","0.45%"
"09/06/2018","11,536.90","11,514.15","11,562.25","11,436.05","255.56M","0.52%"
"09/05/2018","11,476.95","11,514.85","11,542.65","11,393.85","253.69M","-0.38%"
"09/04/2018","11,520.30","11,598.75","11,602.55","11,496.85","262.70M","-0.54%"
"09/03/2018","11,582.35","11,751.80","11,751.80","11,567.40","241.73M","-0.84%"
"08/31/2018","11,680.50","11,675.85","11,727.65","11,640.10","357.23M","0.03%"
"08/30/2018","11,676.80","11,694.75","11,698.80","11,639.70","323.45M","-0.13%"
"08/29/2018","11,691.90","11,744.95","11,753.20","11,678.85","259.35M","-0.40%"
"08/28/2018","11,738.50","11,731.95","11,760.20","11,710.50","249.42M","0.40%"
"08/27/2018","11,691.95","11,605.85","11,700.95","11,595.60","205.69M","1.17%"
"08/24/2018","11,557.10","11,566.60","11,604.60","11,532.00","225.60M","-0.22%"
"08/23/2018","11,582.75","11,620.70","11,620.70","11,546.70","256.16M","0.10%"
"08/21/2018","11,570.90","11,576.20","11,581.75","11,539.60","231.06M","0.17%"
"08/20/2018","11,551.75","11,502.10","11,565.30","11,499.65","239.84M","0.71%"
"08/17/2018","11,470.75","11,437.15","11,486.45","11,431.80","241.99M","0.75%"
"08/16/2018","11,385.05","11,397.15","11,449.85","11,366.25","299.61M","-0.44%"
"08/14/2018","11,435.10","11,381.70","11,452.45","11,370.80","239.84M","0.70%"
"08/13/2018","11,355.75","11,369.60","11,406.30","11,340.30","254.47M","-0.65%"
"08/10/2018","11,429.50","11,474.95","11,478.75","11,419.65","336.42M","-0.36%"
"08/09/2018","11,470.70","11,493.25","11,495.20","11,454.10","311.52M","0.18%"
"08/08/2018","11,450.00","11,412.50","11,459.95","11,379.30","217.05M","0.53%"
"08/07/2018","11,389.45","11,423.15","11,428.95","11,359.70","233.41M","0.02%"
"08/06/2018","11,387.10","11,401.50","11,427.65","11,370.60","210.00M","0.23%"
"08/03/2018","11,360.80","11,297.80","11,368.00","11,294.55","225.15M","1.03%"
"08/02/2018","11,244.70","11,328.90","11,328.90","11,234.95","216.53M","-0.89%"
"08/01/2018","11,346.20","11,359.80","11,390.55","11,313.55","278.01M","-0.09%"
"07/31/2018","11,356.50","11,311.05","11,366.00","11,267.75","264.43M","0.33%"
"07/30/2018","11,319.55","11,296.65","11,328.10","11,261.45","287.44M","0.37%"
"07/27/2018","11,278.35","11,232.75","11,283.40","11,210.25","324.34M","0.99%"
"07/26/2018","11,167.30","11,132.95","11,185.85","11,125.70","376.66M","0.32%"
"07/25/2018","11,132.00","11,148.40","11,157.15","11,113.25","212.33M","-0.02%"
"07/24/2018","11,134.30","11,109.00","11,143.40","11,092.50","212.25M","0.45%"
"07/23/2018","11,084.75","11,019.85","11,093.40","11,010.95","236.15M","0.68%"
"07/20/2018","11,010.20","10,963.50","11,030.25","10,946.20","193.14M","0.48%"
"07/19/2018","10,957.10","10,999.50","11,006.50","10,935.45","222.06M","-0.21%"
"07/18/2018","10,980.45","11,060.20","11,076.20","10,956.30","232.50M","-0.25%"
"07/17/2018","11,008.05","10,939.65","11,018.50","10,925.60","217.11M","0.65%"
"07/16/2018","10,936.85","11,018.95","11,019.50","10,926.25","216.97M","-0.74%"
"07/13/2018","11,018.90","11,056.90","11,071.35","10,999.75","241.67M","-0.04%"
"07/12/2018","11,023.20","11,006.95","11,078.30","10,999.65","256.04M","0.68%"
"07/11/2018","10,948.30","10,956.40","10,976.65","10,923.00","229.21M","0.01%"
"07/10/2018","10,947.25","10,902.75","10,956.90","10,876.65","203.06M","0.87%"
"07/09/2018","10,852.90","10,838.30","10,860.35","10,807.15","189.33M","0.74%"
"07/06/2018","10,772.65","10,744.15","10,816.35","10,735.05","256.55M","0.21%"
"07/05/2018","10,749.75","10,786.05","10,786.05","10,726.25","227.27M","-0.19%"
"07/04/2018","10,769.90","10,715.00","10,777.15","10,677.75","179.27M","0.65%"
"07/03/2018","10,699.90","10,668.60","10,713.30","10,630.25","208.37M","0.40%"
"07/02/2018","10,657.30","10,732.35","10,736.15","10,604.65","304.54M","-0.53%"
"06/29/2018","10,714.30","10,612.85","10,723.05","10,612.35","250.33M","1.18%"
"06/28/2018","10,589.10","10,660.80","10,674.20","10,557.70","363.16M","-0.77%"
"06/27/2018","10,671.40","10,785.50","10,785.50","10,652.40","253.62M","-0.91%"
"06/26/2018","10,769.15","10,742.70","10,805.25","10,732.55","226.85M","0.06%"
"06/25/2018","10,762.45","10,822.90","10,831.05","10,753.05","236.69M","-0.55%"
"06/22/2018","10,821.85","10,742.70","10,837.00","10,710.45","236.90M","0.75%"
"06/21/2018","10,741.10","10,808.45","10,809.60","10,725.90","230.51M","-0.29%"
"06/20/2018","10,772.05","10,734.65","10,781.80","10,724.05","199.47M","0.58%"
"06/19/2018","10,710.45","10,789.45","10,789.45","10,701.20","231.38M","-0.83%"
"06/18/2018","10,799.85","10,830.20","10,830.20","10,787.35","202.73M","-0.17%"
"06/15/2018","10,817.70","10,808.65","10,834.00","10,755.40","314.76M","0.09%"
"06/14/2018","10,808.05","10,832.90","10,833.70","10,773.55","190.03M","-0.45%"
"06/13/2018","10,856.70","10,887.50","10,893.25","10,842.65","220.00M","0.13%"
"06/12/2018","10,842.85","10,816.15","10,856.55","10,789.40","204.42M","0.52%"
"06/11/2018","10,786.95","10,781.85","10,850.55","10,777.05","217.85M","0.18%"
"06/08/2018","10,767.65","10,736.40","10,779.45","10,709.05","215.94M","-0.01%"
"06/07/2018","10,768.35","10,722.60","10,818.00","10,722.60","227.66M","0.78%"
"06/06/2018","10,684.65","10,603.45","10,698.35","10,587.50","195.76M","0.86%"
"06/05/2018","10,593.15","10,630.70","10,633.15","10,550.90","172.90M","-0.33%"
"06/04/2018","10,628.50","10,765.95","10,770.30","10,618.35","210.15M","-0.63%"
"06/01/2018","10,696.20","10,738.45","10,764.75","10,681.50","227.36M","-0.37%"
"05/31/2018","10,736.15","10,670.10","10,763.80","10,620.40","629.20M","1.15%"
"05/30/2018","10,614.35","10,579.00","10,648.70","10,558.45","246.12M","-0.18%"
"05/29/2018","10,633.30","10,689.40","10,717.25","10,616.10","232.76M","-0.52%"
"05/28/2018","10,688.65","10,648.35","10,709.80","10,640.55","239.79M","0.79%"
"05/25/2018","10,605.15","10,533.05","10,628.05","10,524.00","268.92M","0.87%"
"05/24/2018","10,513.85","10,464.85","10,535.15","10,419.80","306.79M","0.80%"
"05/23/2018","10,430.35","10,521.10","10,533.55","10,417.80","299.92M","-1.01%"
